Sample_ID	pCRT	pIRT	pRBT	pWCT	pYCT
Porc_17_25	0	0.012931034	0.028841289	0.975882132	0
Porc_17_26	0	0.043478261	0.034658853	0.965808006	0
Porc_17_27	0	0.00462963	0.018666783	0.984114833	0
Porc_17_28	0	0.004672897	0.011533064	0.990097087	0
Porc_17_29	0	0.039772727	0.023612751	0.979270908	0
Porc_17_30	0	0.023148148	0.030380416	0.974633488	0
Porcupine_23_121	0.020408163	0.004347826	0.043135662	0.957540395	0.000541565
Porcupine_23_122	0	0	0.007587438	0.990194331	0.000270819
Porcupine_23_123	0.029411765	0	0.010945354	0.986989841	0.000270856
Porcupine_23_124	0	0	0.004901564	0.993238434	0.000406614
Porcupine_23_125	0	0	0.011442213	0.986777758	0.00041534
Porcupine_23_126	0.029411765	0.004237288	0.014523327	0.98295556	0.000135501
Porcupine_23_127	0	0	0.000283286	0.997686421	0.000135593
Porcupine_23_128	0	0	0.000323677	0.998218422	0.000339305
Porcupine_23_129	0	0	0.000202233	0.998044097	0.000203583
Porcupine_23_130	0	0	0.000328219	0.997834326	0
Porcupine_23_131	0	0	0.000364816	0.99812433	0
Porcupine_23_132	0	0	0.000323677	0.998130675	6.78518E-05
Porcupine_23_133	0	0	0.000202265	0.998308103	0.000475156
Porcupine_23_134	0.03	0	0.010989457	0.986823362	0.000271039
Porcupine_23_135	0	0	0.000201988	0.997865149	0.000406394
Porcupine_23_136	0	0	0.000121487	0.998574991	0.00013587
Porcupine_23_137	0	0	8.73286E-05	0.99827883	0.000295858
Porcupine_23_138	0	0	0.001363411	0.996633916	0.000488213
Porcupine_23_139	0	0	0.000939082	0.997204689	0.000343171
Porcupine_23_140	0	0	0.000206954	0.99827805	6.9667E-05
Porcupine_23_141	0	0	0.007991886	0.992147064	0
Porcupine_23_142	0	0	0.005602468	0.9927601	0.000204583
Porcupine_23_143	0	0	0.000162127	0.998395436	6.79071E-05
Porcupine_23_144	0	0	0.0108176	0.989122682	0.000406339
Porcupine_23_145	0	0	0.002673797	0.996788009	0
Porcupine_23_146	0	0	0.000486145	0.998035363	0.000610169
Quartz_10_141	0.64	0.304761905	0.99505557	0.004029163	0.001236543
Quartz_10_142	0.576086957	0.366336634	0.990871294	0.007144275	0.00165538
Quartz_10_144	0.380434783	0.458762887	0.991904116	0.005293648	0.00158371
Quartz_10_148	0.466666667	0.385869565	0.99632785	0.004320588	0.000907291
Quartz_10_149	0.602564103	0.385057471	0.989152542	0.007868992	0.001284934
Quartz_10_153	0.432432432	0.43956044	0.951242932	0.046115935	0.000172533
Rabelo_23_28	0.552083333	0.064102564	0.599640626	0.382562278	0.003413901
Rabelo_23_29	0.352941176	0.073275862	0.40808159	0.586700816	0.004404391
Rabelo_23_30	0.70212766	0.042372881	0.678481233	0.307451055	0.001839488
RabeUp_23_01	0.69	0.103448276	0.864876242	0.136598414	0.001734184
Ramsey_24_01	0.029411765	0.974576271	0.991889929	0.006472779	6.75767E-05
Ramsey_24_02	0.009803922	0.987179487	0.995593249	0.00431351	0
Ramsey_24_03	0	0.982905983	0.995995794	0.003641855	0
Ramsey_24_04	0	1	0.996330053	0.002836377	0
Ramsey_24_05	0	0.995726496	0.995321247	0.004694404	0
Ramsey_24_06	0.009803922	0.991304348	0.989760401	0.01101439	0.000135153
Ramsey_24_07_1	0.029411765	0.99137931	0.99565394	0.004206946	6.83247E-05
Ramsey_24_07	0.029411765	0.990909091	0.996691998	0.003007373	0
Ramsey_24_08	0	0.995535714	0.994480934	0.004947496	0
Ramsey_24_09	0.029411765	0.995726496	0.987494941	0.009232955	6.76133E-05
Ramsey_24_10	0	0.982905983	0.993917475	0.006319971	6.94637E-05
Ramsey_24_11	0.029411765	0.995762712	0.9913047	0.006316726	6.77048E-05
Ramsey_24_12	0	0.991304348	0.996403459	0.003732006	0
Ramsey_24_13	0.029411765	0.995614035	0.996684457	0.003821543	6.77966E-05
Ramsey_24_14	0.009803922	0.987288136	0.989018975	0.010401849	6.7714E-05
Ramsey_24_15	0.009803922	0.995762712	0.997051934	0.002042992	6.77231E-05
Ramsey_24_16	0	0.966101695	0.998585401	0.002040816	0
Ramsey_24_17	0.009803922	0.974576271	0.995321071	0.004963659	0
Ramsey_24_18	0	0.987179487	0.992322067	0.007505361	6.8362E-05
Ramsey_24_19	0	0.99137931	0.992935002	0.007556899	6.78426E-05
Ramsey_24_20	0	0.987288136	0.994030814	0.004695252	0.000202895
Ramsey_24_21	0.009803922	0.987288136	0.993577833	0.006656017	6.76224E-05
Ramsey_24_22	0	0.982905983	0.986054972	0.009786477	6.7595E-05
Ramsey_24_23	0	0.995726496	0.996935237	0.003725386	6.76682E-05
Ramsey_24_24	0.009803922	1	0.995133425	0.004632929	0
Ramsey_24_25	0.009803922	0.978813559	0.994778596	0.005859375	0
Ramsey_24_26	0.009803922	0.995726496	0.991924413	0.006479673	0
RBT10	0.98	0	0.993003565	0.001844302	0.002155813
RBT37	1	0.008474576	0.993577758	0.00125	0.001500273
RBT46	1	0	0.997368421	0.000937383	0.001647801
RC_19_017	0.793478261	0.106837607	0.989923501	0.00234657	0.004234935
RC_19_034	0.826530612	0.072727273	0.993993616	0.001017765	0.004193915
RC_19_040	0.909090909	0.059405941	0.996831665	0.000908907	0.002025238
RC_19_051	0.91	0.072649573	0.996259554	0.000980742	0.001091405
RC_19_099	0.83	0.061403509	0.991541587	0.008808572	0.001533315
RCF_19_05	0.941860465	0.073684211	0.996811755	0.001120163	0.000790889
RCF_19_12	0.80952381	0.115789474	0.995040393	0.002013423	0.001130828
RCF_19_17	0.792682927	0.048076923	0.995692686	0.001246166	0.002002967
Rock_18_20	0.355555556	0.050847458	0.496969165	0.493002915	0.00305002
S17mile_23_151	0	0	0.003658336	0.997020585	0.000346452
S17mile_23_152	0.058823529	0.066371681	0.11106959	0.885458531	6.76956E-05
S17mile_23_153	0	0	0.002672065	0.995725735	0
S17mile_23_154	0	0	0.004452978	0.994360902	0.000273785
S17mile_23_155	0	0.004310345	0.01000243	0.9905509	0
S17mile_23_156	0	0	0.002952597	0.994928826	6.78058E-05
S17mile_23_157	0	0	0.001010019	0.996084016	6.77966E-05
S17mile_23_158	0	0	0.006178028	0.992188936	7.06215E-05
S17mile_23_159	0	0.004237288	0.014181227	0.986481647	6.79995E-05
S17mile_23_160	0	0	0.002264456	0.996975089	6.77874E-05
S17mile_23_161	0	0	0.004192355	0.99601954	0
S17mile_23_162	0	0	0.004847701	0.995724973	0
S17mile_23_163_1	0	0.004237288	0.005063189	0.992882562	0.000203445
S17mile_23_163	0	0.004310345	0.00511509	0.993255901	0.00014339
S17mile_23_164_1	0	0.004310345	0.004670999	0.993475152	0
S17mile_23_164	0	0.004587156	0.003951149	0.993986593	0.000152929
S17mile_23_165_1	0	0.004237288	0.003859279	0.993929655	6.80735E-05
S17mile_23_165	0	0.004237288	0.003647269	0.994391026	6.77415E-05
S17mile_23_166_1	0	0	0.005193119	0.994195392	0
S17mile_23_166	0	0	0.005132206	0.994395227	6.93481E-05
S17mile_23_168	0	0	0.006928687	0.991972886	0
S17mile_23_169	0	0	0.004032915	0.995697383	0
S17mile_23_170	0	0	0.008180466	0.989219061	6.92233E-05
S17mile_23_171	0	0	0.005363673	0.991708274	0.000136314
S17mile_23_172	0	0	0.001335168	0.997772233	0.000135667
S17mile_23_173	0	0	0.010278703	0.988001433	0
S17mile_23_174	0	0	0.004577493	0.99546021	6.78242E-05
S17mile_23_175	0	0	0.013280659	0.982981872	0.000141563
S17mile_23_176	0	0.008695652	0.001998335	0.996701484	0.000140095
S17mile_23_177	0.088235294	0.260869565	0.317826825	0.686358554	0.000135446
S17mile_23_178	0	0	0.001295127	0.997955919	6.78334E-05
S17mile_23_179	0.03	0.119266055	0.104792499	0.890234599	0.000213068
S17mile_23_180	0	0.004310345	0.005970882	0.993348912	0.000206327
SAC1_04__08_1	0.23	0.729357798	0.998749798	0.000711238	0.000540687
SAC1_04_08	0.212765957	0.740384615	0.998508786	0.000711238	0.000608026
SAC1_04_10_1	0.093023256	0.073913043	0.156199472	0.840982059	0.000610501
SAC1_04_10	0.15	0.073913043	0.156276542	0.837378641	0.000406449
SAC1_04_11_1	0	0	0.000242072	0.999111111	0
SAC1_04_11	0	0	0.000282805	0.998578031	6.7659E-05
SAC1_04_12_1	0.193877551	0.76146789	0.989105783	0.01161544	0.000678426
SAC1_04_12	0.193877551	0.745689655	0.99014998	0.010991957	0.000677874
SAC1_04_13_1	0.325581395	0.545	0.835103216	0.158699397	0.000369004
SAC1_04_13	0.346938776	0.522123894	0.824391137	0.170304365	0.000489716
SAC1_04_14_1	0.040816327	0.058035714	0.091377256	0.907554297	0.000206242
SAC1_04_14	0.049019608	0.06779661	0.094335693	0.903075233	0.00027027
SAC1_04_15_1	0	0	0.001345291	0.99792942	0
SAC1_04_15	0	0	0.00137285	0.997865528	0
Sand_15_046	0	0	0.000766218	0.998305404	0.000144155
Sand_15_047	0	0	0.001216249	0.998752006	0
Sand_15_048	0	0	0.000203302	0.999820981	0.000136593
Sand_15_050	0	0	0	0.999524444	0
Sand_15_051	0.5	0.63559322	0.99874565	0.000621891	0.000339674
Sand_15_052	0	0	0.002224576	0.996842105	0.000267666
Sand_15_054	0	0	0.000200723	0.999338333	0
Sand_15_056	0.306122449	0.618421053	0.996971899	0.001062888	0.00067595
Sand_15_057	0	0	0.000686536	0.999111901	0
Sand_15_058	0.244897959	0.809090909	0.998021886	0.001659292	0
Sand_15_059	0.27	0.674311927	0.998132965	0.002231744	0.00068465
Sand_15_060	0	0	0.004219582	0.995053067	0.000205423
Sand_15_062	0	0	0.001043144	0.999258985	0.000140687
Sand_15_063	0.065217391	0.108490566	0.174992354	0.821682329	0.000135135
Sand_15_065	0.31	0.756637168	0.998587	0.000885583	0.00020273
Sand_15_066	0.364583333	0.694690265	0.995893975	0.003489621	0.000889802
Sand_15_791	0.266666667	0.589108911	0.984435626	0.012040069	0.000519519
Sand_15_795	0	0	0.004346386	0.99442617	0.000209059
Sand_15_797	0.166666667	0.761261261	0.995630714	0.002487562	0.000609261
Sand_15_798	0	0	0.000644773	0.998677499	0
SB2_23_01_1	0	1	0.99950872	9.02853E-05	0.000137608
SB2_23_01	0	1	0.999579054	9.24898E-05	0.000141703
SB2_23_02	0	1	0.999593892	8.9222E-05	0.000136036
SB2_23_03	0	1	0.999667387	9.15248E-05	0.000140135
SB2_23_04	0	0.99537037	0.999685958	9.84252E-05	0.000152742
SB2_23_05	0	1	0.999533582	9.29887E-05	0
SB2_23_06	0	1	0.99954699	9.05305E-05	0.000138523
SB2_23_07	0	1	0.999635981	8.89838E-05	0.000135704
SB2_23_09	0	1	0.999393302	0.000266951	0
SB2_23_10	0	1	0.999457248	0.00018457	0.000141784
SB2_23_12	0	1	0.99985885	0	0.000160077
SB2_23_13	0	1	0.999706659	0.000107365	0
SB3_23_01	0	1	0.999467954	0.000270563	0.000137817
SB3_23_03	0	1	0.99922411	0.000359971	0.000137174
SB3_23_04	0	1	0.999440147	0.00011343	0
SB3_23_05	0	1	0.99983512	0	0.000138754
SB3_23_06	0	1	0.999635863	0	0.000135704
SB3_23_08	0	1	0.999144394	0.000268528	0.000136911
SFHorse_20_36	0	0	0	0	0.999918154
SFHorse_20_37	0	0	0	0	1
SFishL_21_01	0.5	0.490909091	0.993535009	0.006165118	0.001023053
SFishL_21_02	0.607843137	0.48245614	0.985383678	0.014719001	0.000748707
SFishL_21_03	0.489361702	0.423423423	0.992705192	0.006007891	0.000817439
SFishL_21_04	0.598039216	0.387387387	0.99509923	0.006305506	0.001422571
SFishL_21_05	0.583333333	0.405405405	0.991640457	0.008064516	0.000831831
SFishL_21_06	0.641304348	0.366666667	0.987634138	0.01124424	0.000986054
SFishL_21_07	0.632653061	0.380733945	0.993771424	0.005894272	0.000704325
SFishL_21_08	0.642857143	0.360824742	0.993981356	0.006327843	0.000769704
SFishL_21_09	0.635416667	0.359090909	0.994982714	0.005023256	0.000923164
SFishL_21_10	0.673469388	0.300925926	0.992222129	0.007850018	0.000706115
SFishL_21_11	0.67	0.263888889	0.994665333	0.006055046	0.000699594
SFishL_21_12	0.577777778	0.327956989	0.991125396	0.007390203	0.001216742
SFishL_21_13	0.612244898	0.272321429	0.986549469	0.010963336	0.001098448
SFishL_21_14	0.71875	0.297169811	0.995353794	0.004136894	0.000861945
SFishL_21_15	0.841463415	0.234177215	0.994382022	0.00616836	0.000933358
SFishL_21_16	0.772727273	0.3125	0.987587799	0.010945064	0.000648929
SFishL_21_17	0.659574468	0.349056604	0.990631715	0.008237076	0.000798606
SFishL_21_18	0.523255814	0.3875	0.99122987	0.010136674	0.000527333
SFishL_21_19	0.680851064	0.357843137	0.99250745	0.008053943	0.001070358
SFishL_21_20	0.5	0.317073171	0.996227913	0.005285868	0.000764656
SFishL_21_21	0.554347826	0.450892857	0.990464589	0.008856089	0.000777715
SFishL_21_22	0.558139535	0.347560976	0.99416495	0.008779443	0.00083375
SFishL_21_23	0.510869565	0.394495413	0.988720524	0.011654135	0.000720877
SFishL_21_24	0.697916667	0.363207547	0.992293819	0.008419337	0.000758725
SFishL_21_25	0.579545455	0.378947368	0.994102048	0.005666869	0.001160272
SFishL_21_26	0.635416667	0.383928571	0.993519525	0.008180147	0.001477625
SH_11_1150	0.275	0.912162162	0.9970949	0.002858504	0.000292227
Shaoal_01_212	0	0	4.08297E-05	0	0.998822225
ShoalW_03_04	0	0	0	8.99119E-05	0.998889352
Silverbow_23_061_1	0	0.00862069	0.004974118	0.993672014	0
Silverbow_23_061	0	0.008695652	0.005108822	0.993666238	7.00574E-05
Silverbow_23_062_1	0	0	0.006269719	0.995987874	0
Silverbow_23_062	0	0	0.006279371	0.995984294	6.80828E-05
Silverbow_23_063_1	0	0	0.004164308	0.996438746	0
Silverbow_23_063	0	0	0.003965043	0.996440014	0
Silverbow_23_064_1	0	0	0.004092714	0.996873884	6.78887E-05
Silverbow_23_064	0	0	0.004201002	0.996619217	0.000135281
Silverbow_23_065	0	0	0.004337603	0.996782842	0
Silverbow_23_066	0	0	0.004009721	0.997682296	0
Silverbow_23_067	0	0	0.002264273	0.999021178	6.77323E-05
Silverbow_23_068	0.01	0	0.01047311	0.987948581	0.000135593
Silverbow_23_069	0	0	0.003834964	0.997379658	0
Silverbow_23_070	0	0	0.003972436	0.995363766	0
Silverbow_23_071	0	0	0.001905165	0.995801455	0
Silverbow_23_072	0	0	0.001373515	0.998309609	6.78334E-05
Silverbow_23_073	0	0	0.008050162	0.994749021	6.7714E-05
Silverbow_23_074	0	0	0.004889284	0.996349715	0
Silverbow_23_075	0	0	0.001700818	0.997141326	6.79717E-05
Silverbow_23_076	0	0	0.001377634	0.998662625	0
Silverbow_23_078	0	0	0.002712111	0.995731816	6.7769E-05
Silverbow_23_079	0	0	0.001490683	0.996439657	0.000140193
Silverbow_23_080	0.01	0	0.009441915	0.988886831	0.000142653
Silverbow_23_081	0	0	0.004577781	0.994949495	0.000138064
Silverbow_23_082	0	0	0.001414599	0.998399431	0.000203335
Silverbow_23_083	0	0	0.003680336	0.996885567	6.78426E-05
Silverbow_23_084	0.01	0	0.010868687	0.987794013	0.000135612
Silverbow_23_085	0	0	0.00739425	0.992720655	0
Silverbow_23_086	0	0	0.001052461	0.99795155	6.77323E-05
Silverbow_23_087	0	0	0.000767801	0.998311411	6.76773E-05
Silverbow_23_088	0.01	0	0.006123979	0.991109074	7.05318E-05
Silverbow_23_089	0	0	0.006798317	0.994926117	0
Silverbow_23_090	0	0	0.005513663	0.994380018	6.79717E-05
sixmile_23_12	0	0	0.000896788	0	0.999517175
sixmile_23_16	0	0	0	0	0.999431818
SK48_15_01_1	0	0.995762712	0.998584829	0.001242677	6.76956E-05
SK48_15_01	0	0.995726496	0.998664832	0.001510306	6.78058E-05
SK48_15_02	0	1	0.99785824	0.002752619	6.77323E-05
SK48_15_03	0	1	0.99818123	0.001688289	6.77507E-05
SK49_15_01	0	0.987179487	0.997678019	0.002154012	0.000206072
SK49_15_02	0	0.995762712	0.997811461	0.002228561	0
SK49_15_03	0	1	0.997456601	0.002576404	0.000135538
SK49_15_04	0	0.995762712	0.998869783	0.001952778	6.77874E-05
SK49_15_05	0	0.995652174	0.998643315	0.000993497	6.92042E-05
SL1_24_02	0.15	0.91025641	0.998988346	0.000532765	0.000475027
SL1_24_05	0.12	0.841880342	0.999273197	0.000709723	0.000135281
SL2_24_01	0.12	0.91025641	0.998855929	0.00044843	0.000412768
SL2_24_03	0.2	0.871794872	0.9989881	0.000532765	0.000203473
SL3_24_01	0.133333333	0.804347826	0.999029205	0.000531632	0.000472973
SL3_24_02	0.029411765	0.872881356	0.999636511	0.000354296	0.000676682
SL4_24_01	0.16	0.837837838	0.99927261	0.000354296	0.000202812
SL5_24_01	0.18627451	0.871794872	0.998868138	0.000443734	0.000541565
SL5_24_04	0.204081633	0.855932203	0.999150073	0.000177557	0.000135556
SL5_24_08	0.196078431	0.88559322	0.999192311	8.86997E-05	0.000338295
SL5_24_09	0.214285714	0.905172414	0.999383984	0.00063314	0.000275938
SL5_24_14	0.1	0.875	0.999232261	0.000620567	0.000338158
SL5_24_22	0.08	0.894736842	0.999313852	0.000620128	0.000473677
SL5_24_23	0.137254902	0.911504425	0.998828851	0.000620237	0.000405789
SL5_24_25	0.156862745	0.848214286	0.998905109	0.000534188	0.000407719
SL5_24_29	0.112244898	0.862068966	0.999108734	0.000266809	0.000271334
SL5_24_30	0.107843137	0.858974359	0.999231578	0.000355366	0.00013541
SL6_24_01	0	0	8.10307E-05	0.998483226	0.000203694
SL7_24_02	0.224489796	0.841880342	0.998706966	0.000442948	0.000473549
SLFH_24_01	0.659574468	0.320754717	0.998180916	0.001086366	0.001257334
SLFH_24_02	0.614583333	0.286363636	0.997696597	0.001865672	0.001353363
SLFH_24_05	0.617021277	0.315315315	0.996283729	0.000798014	0.001151138
SLFH_24_06	0.795454545	0.221238938	0.9976979	0.001062699	0.001689874
SLFH_24_07	0.670454545	0.293103448	0.997136404	0.00097535	0.001150203
SLFH_24_08	0.659090909	0.291304348	0.997375222	0.000886997	0.001354463
SLFH_24_09	0.770833333	0.25	0.997010826	0.001510037	0.001082984
SLFH_24_10	0.68	0.337606838	0.997457011	0.000354736	0.001150203
SLFH_24_11	0.653061224	0.27027027	0.997171717	0.000974832	0.00115067
SLFH_24_12	0.755319149	0.267857143	0.997200584	0.001247772	0.001222494
SLFH_24_13	0.614583333	0.28125	0.997254965	0.00115187	0.001621403
SLFH_24_14	0.597560976	0.331521739	0.998080515	0.001020408	0.000969163
SLFH_24_15	0.697916667	0.352173913	0.998021321	0.001064396	0.001081958
SLFH_24_16	0.532608696	0.363636364	0.997513452	0.001071811	0.001364256
SLFH_24_17	0.780487805	0.276785714	0.997010584	0.00106383	0.001352997
SLFH_24_18	0.606382979	0.303571429	0.998019882	0.000974659	0.000743444
SLFH_24_19	0.574468085	0.438596491	0.997941224	0.000354421	0.000880639
SLFH_24_20	0.602040816	0.354700855	0.997616547	0.000887784	0.001284999
SLFH_24_21	0.8	0.192982456	0.996528338	0.000886211	0.001217697
SLFH_24_22	0.67	0.27826087	0.996244245	0.000798864	0.001353913
SLFH_24_23	0.829787234	0.1875	0.997374374	0.000886211	0.001489707
SLFH_24_24	0.590909091	0.257009346	0.997656755	0.001242236	0.001082544
SLFH_24_25	0.705882353	0.238938053	0.997490082	0.000620018	0.001014199
SLFH_24_26	0.572916667	0.32300885	0.997454957	0.001151258	0.001217203
SLFH_24_27	0.608695652	0.336448598	0.997656376	0.000885112	0.001081958
SLFH_24_28	0.70212766	0.316037736	0.996124657	0.000710101	0.000880282
SLFH_24_29	0.62195122	0.282178218	0.997533959	0.000709471	0.001082398
SLFH_24_30	0.857142857	0.159090909	0.996196796	0.000974486	0.001352448
SLFH_24_31	0.788888889	0.252252252	0.998358233	0.000627803	0.001437765
SLFH_24_32	0.723404255	0.217592593	0.997536747	0.000620018	0.001286566
SLFH_24_33	0.62195122	0.380733945	0.997195876	0.000539665	0.001381406
SLFH_24_34	0.802325581	0.271428571	0.998215916	0.000912076	0.001115293
SLFH_24_35	0.72	0.285714286	0.998826291	0.000531538	0.00108313
SLFH_24_36	0.75	0.284313725	0.998097936	0.000531915	0.001223325
SLFH_24_37	0.78	0.234234234	0.997853903	0.0011533	0.001083424
SLFH_24_38	0.739583333	0.331730769	0.998259814	0.00062167	0.00135483
SLFH_24_39	0.576086957	0.269607843	0.998420925	0.000443184	0.00101571
SLFH_24_40	0.74	0.252252252	0.996433493	0.001419446	0.001356484
SLFH_24_41	0.673469388	0.278846154	0.996916586	0.000977083	0.000813559
SLFH_24_42	0.765957447	0.26635514	0.997408277	0.001153096	0.000881356
SLFH_24_43	0.531914894	0.327102804	0.99777616	0.000442713	0.001217368
SLFH_24_44	0.595744681	0.321782178	0.99743004	0.000980043	0.001022216
SLFH_24_45	0.74	0.275700935	0.997209415	0.000532198	0.001016536
SLFH_24_46	0.64	0.227678571	0.997653342	0.000797024	0.001015847
SLFH_24_47	0.774509804	0.298245614	0.996923824	0.00079858	0.001691704
SLFH_24_48	0.795454545	0.25	0.997654101	0.001506558	0.00142315
SLFH_24_49	0.72	0.195454545	0.997651822	0.001152891	0.001694456
SLFH_24_50	0.683673469	0.25	0.996718522	0.001154119	0.000881595
Slough_17_18	0	0	4.08163E-05	0	0.999861802
Slough_17_19	0	0	0	0.001710171	0.999306999
SML_20_154	0	0.021929825	0.03563511	0.964776012	0.000136836
SML_20_155	0	0	0.000157712	0.998947122	0
SML_20_156	0	0	0.000858334	0.998198523	0.000136799
SML_20_157	0.020408163	0.484848485	0.508472803	0.489819799	7.28757E-05
SML_20_158	0.068627451	0.008474576	0.097122302	0.895825738	0.000202977
SML_20_159	0.049019608	0.160869565	0.263041631	0.740994371	0.000135373
SML_20_160	0	0.039130435	0.055573784	0.948512173	0.00020295
SML_20_170_1	0.051020408	0.676767677	0.749311033	0.255474453	0.000290318
SML_20_170	0.054347826	0.707792208	0.778212079	0.228853645	0.000266714
SML_20_181	0	0	0.010366051	0.990641711	6.76956E-05
SML_20_182	0.009803922	0.004237288	0.004938072	0.995174263	0.000203307
SML_20_183	0.078431373	0.191964286	0.234391037	0.778648291	6.76498E-05
SML_20_186	0	0.263636364	0.296472709	0.697920641	6.76407E-05
SML_20_189	0	0	0.007810573	0.992643052	0.000138236
SML_20_190	0	0	8.10636E-05	0.997773027	0.000203694
SML_20_191	0.009803922	0.272321429	0.347137058	0.650740242	0.000337838
SML_20_192	0	0	0.000162298	0.998210771	0
SML_20_193	0	0.004310345	0.010562525	0.988910749	6.78702E-05
SML_20_194	0	0	0.025609756	0.970229555	0
SML_20_195	0.01	0	0.01076313	0.990808495	0.000270673
SML_20_196	0.01	0.079646018	0.113955615	0.892310529	0.000202895
SML_20_198	0	0	0.0002022	0.999643621	0
SML_20_199	0	0	0.008566093	0.989889048	6.80457E-05
SML_20_200	0.019607843	0.147321429	0.157320223	0.8383922	0.00020273
SML_20_297	0	0	0.000161355	0.998130675	0.000135245
SML_20_309	0.06	0.030172414	0.119495033	0.875045306	0.000472909
SML_20_366_1	0.3	0.225225225	0.555249103	0.42962675	0.00013508
SML_20_366	0.303921569	0.225225225	0.555282123	0.430954228	0.000337655
SML_20_375	0	0	0.013773769	0.986971265	0.000135777
SML_20_394	0.020408163	0	0.010792594	0.987514082	0.000141904
SML_20_395	0	0.021929825	0.013577676	0.984054252	0.000139392
SML_20_396	0.019607843	0.341346154	0.393688432	0.608100233	6.76041E-05
SnowSlo_21_01	0.041666667	0.916666667	0.986557518	0.015294562	0.000287687
SnowSlo_21_02	0.098039216	0.944915254	0.987333064	0.016140539	0.000406119
SnowSlo_21_03	0.12745098	0.875	0.977886774	0.023783287	0.000138735
SnowSlo_21_04_1	0.049019608	0.898305085	0.96956557	0.032525397	0.000405844
SnowSlo_21_04	0.040816327	0.914285714	0.972765001	0.028560548	0.000432028
SnowSlo_21_05	0.040816327	0.924778761	0.981712284	0.01789549	0.000611746
SnowSlo_21_06	0.009803922	0.88559322	0.953141553	0.046636771	0.000405899
SnowSlo_21_07	0.029411765	0.923076923	0.991459564	0.010687567	0.000338616
SnowSlo_21_08	0.176470588	0.788288288	0.981911622	0.017136737	0.000406284
SnowSlo_21_09	0.068627451	0.851351351	0.978876095	0.023411074	0.000608026
SnowSlo_21_10	0.09	0.933628319	0.986238161	0.018502046	0.000675493
SnowSlo_21_11	0.040816327	0.911458333	0.988852394	0.013276278	0.000166806
SnowSlo_21_12	0.049019608	0.94017094	0.96435804	0.036090763	0.000337975
SnowSlo_21_13	0.117647059	0.887931034	0.989171298	0.012105452	0.001022216
SnowSlo_21_14	0.068627451	0.944915254	0.983538262	0.019234194	0.00027027
SnowSlo_21_15	0.03	0.969565217	0.983351831	0.022540217	0.000140845
SnowSlo_21_16	0.14	0.855932203	0.977178423	0.023468291	0.000271334
SnowSlo_21_17	0.049019608	0.898305085	0.974588636	0.027414442	0.000473485
SnowSlo_21_18	0.049019608	0.944444444	0.986795204	0.012886598	0.000338203
SnowSlo_21_20	0.098039216	0.923728814	0.973782468	0.033584095	0.000338295
SnowSlo_21_21	0.043478261	0.948113208	0.981087365	0.021207339	0.000225225
SnowSlo_21_22	0.098039216	0.88034188	0.977133273	0.022948164	0.000204165
SnowSlo_21_25	0.12745098	0.85042735	0.981972128	0.019857524	0.000203059
SnowSlo_21_26	0.029411765	0.93220339	0.989762059	0.0128	0.000270746
SnowSlo_21_27	0.078431373	0.872881356	0.980430369	0.024124375	0.000406725
SnowSlo_21_28	0.049019608	0.914529915	0.979687626	0.020792433	0.000337975
SnowSUp_21_01	0.02	0.258928571	0.257691007	0.736573128	0
SnowSUp_21_02	0.01	0.3125	0.293742018	0.69559488	0
SnowSUp_21_03	0.009803922	0.991304348	0.993744415	0.007317508	6.80643E-05
SnowSUp_21_04	0	0.272321429	0.257412741	0.742862509	0
SnowSUp_21_05	0.020408163	0.977272727	0.993557398	0.00701684	7.56201E-05
SnowSUp_21_06	0.01	0.263392857	0.261552837	0.736385677	0.000203335
SnowSUp_21_07	0.04	0.973684211	0.997455024	0.002579782	0.000294161
SnowSUp_21_08	0.04	0.236363636	0.242550031	0.753177966	6.84275E-05
SnowSUp_21_11	0.29	0.627358491	0.997107943	0.002055407	0.001430908
SnowSUp_21_12	0.010204082	0.977876106	0.990011557	0.008738394	0.000138007
SnowSUp_21_13	0.010204082	0.97706422	0.99152696	0.008555511	0.000226655
SnowSUp_21_14	0.352941176	0.634259259	0.995965139	0.003100089	0.001485884
SnowSUp_21_15	0.009803922	0.973913043	0.989529221	0.010644007	0.000407277
SnowSUp_21_16	0.42	0.128205128	0.614447839	0.378931121	0.000743846
SnowSUp_21_17	0.44	0.185840708	0.619504644	0.373351435	0.001489506
SnowSUp_21_18	0.238636364	0.648648649	0.996695946	0.002833363	0.000135117
SnowSUp_21_19	0.274509804	0.632075472	0.995014187	0.003996448	0.000950054
SnowSUp_21_20	0.333333333	0.610091743	0.995238864	0.004253057	0.000878141
SnowSUp_21_21	0.02	0.151376147	0.20425313	0.793184822	0.00027126
SnowSUp_21_22	0.039215686	0.338095238	0.357626824	0.643309049	0
SnowSUp_21_23	0.03	0.330188679	0.329562331	0.663294798	0
SnowSUp_21_24	0.02	0.281818182	0.279809016	0.721537002	0.000135796
SnowSUp_21_25	0.02	0.268181818	0.270120298	0.721249765	0
SnowSUp_21_26	0.02	0.25	0.30121878	0.704893255	0.000271628
SnowSUp_21_27	0.049019608	0.325892857	0.311541395	0.69052062	0.000338891
SnowSUp_21_28	0.049019608	0.366666667	0.393629124	0.601273148	0.000543257
SnowSUp_21_29	0.029411765	0.391509434	0.348475766	0.649659864	0.000339075
